tweet,label
53% of coronavirus deaths in Sweden are in care facilities.,fake
"Donald Trump has shown that he can’t beat the pandemic or turn the economy around. And he is unsurprisingly stoking the flames of division for political gain.

He is the worst possible person to lead our nation through this moment. https://t.co/CfJzEwU6Cm",fake
There are 3 cases considered to have recovered from COVID-19 so our total number of active cases is 23 – all remain in quarantine facilities.​ ​ Our total number of confirmed cases remains at 1192 which is the number we report to the World Health Organization.,real
"“Chloroquine is a potent inhibitor of SARS coronavirus infection and spread” - The Virology Journal, 2005 (The official publication of Dr. Fauci’s NIH)
https://t.co/ePO74jaxSL",fake
Thoughts on the Lancet and NEJM #COVID19 retractions. https://t.co/ua0mnlBlRE,real
"BREAKING: London Mayor Sadiq Khan says ""it's increasingly likely"" that additional #COVID19 restrictions will ""soon"" be required in the capital to ""slow the spread of the virus"". Latest on coronavirus in the UK: https://t.co/3JhczHw51V https://t.co/2k0xGOYH1x",real
The elderly parents’ guide to getting coronavirus advice wrong https://t.co/CrFZyAPYx5,fake
"President Trump Says He Will Never, Ever Get The Coronavirus https://t.co/V2M7kB50SV #donaldtrump #coronavirus #foxnews #seanhannity",fake
Household cures for Covid 19 à la Trump https://t.co/Jzlaspy5Rz #donaldtrump #covid19 #medicines,fake
Deep budget cuts to education and rising poverty caused by the #COVID19 pandemic could force at least 9.7 million children out of school forever by the end of this year with millions more falling behind in learning-@DrTedros,real
Tens of thousands of Koreans asked to expel Chinese. The anti-Chinese bandwagon swept across the world.,fake
Critiqued coronavirus simulation gets thumbs up from code-checking efforts @nature https://t.co/fYqDtov0RU,real
???Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.??�,fake
Fewer than 100 people have died from COVID-19 in Ireland.,fake
There are 8 people receiving hospital level care and all are part of the Auckland community cluster. 2 people are in Auckland city hospital 1 in North shore hospital and 5 in Middlemore hospital.,real
Across five states this week we commenced the assessment of Public Health Emergency Operations Centres (PHEOC) for optimisation. We remain committed towards strengthening sub-national health security as well as capacity to manage disease outbreaks. https://t.co/R5N1MHNUng,real
Our 4 pm update is published. The US has now completed tests on at least 179220 people up 44035 from yesterday's total. Note that we can only track tests that a state reports (for now). And not all states report all negative tests. For details see: https://t.co/PZrmH4bl5Y,real
This UK study randomly assigned over 4600 patients with COVID-19 to hydroxychloroquine treatment and a standard care. Among the hydroxy treatment group 25.7% died compared with 23.5% for the standard care group. That was not statistically different. https://t.co/2i0FGZrjvZ,fake
There are cases of the news coronavirus in Maturín city.,fake
"BREAKING: White House unveils officials on ""Council To Re-Open America"" #NewsInPhoto #coronavirus #trump2020 https://t.co/d2r8kaXKER",fake
.@PressSec says @realDonaldTrump never downplayed the virus. He expressly said that he did. https://t.co/ZFGtnXMadB #coronavirus #WoodwardTapes https://t.co/gfMa7e4qkf,fake
#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases(till 9 September 2020 08:00 AM) ➡️States with 1-15000 confirmed cases ➡️States with 15001-100000 confirmed cases ➡️States with 100000+ confirmed cases ➡️Total no. of confirmed cases so far https://t.co/HgWrtd1Hhr,real
"Tory MP Nick Fletcher suggests people undergo a ""personal COVID risk assessment"" which would decide whether people should shield The PM says people with mild symptoms can pass #COVID19 on unwittingly saying ""your harmless cough can be someone else's death knell"" https://t.co/lp0L7XD0TW",real
Although the number of #COVID19 cases in most states continued to decline over the last 7 days the rate of decline is slowing. COVID-19 is widespread in many areas &amp; 6 states reported over 10k new cases. Wear a mask stay 6 ft from others &amp; wash your hands. https://t.co/QIbgGgcZ2X,real
"A yellow bracelet will be placed on people who ""are seen outside their homes but not to go to work or get basic necessities.""",fake
"Bollywood actor Aamir Khan actually found a unique way to help the poor people.He filled a truck carrying a bag of flour and went to a locality and called people from their homes, and it was said that only 1 kg. You will get flour…",fake
Paul Manafort released from prison to home confinement amid coronavirus concerns #Manafort https://t.co/RGjwhgPzxS,fake
There is no one in New Zealand receiving hospital-level care for COVID-19. ​Yesterday our laboratories processed 1608 tests. There were 383 swabs taken in managed isolation and quarantine facilities yesterday.,real
The Disaster Management Act has been implemented across India. As per the act apart from the government departments no other citizen is allowed to post or share any forward related to the novel coronavirus.,fake
A photo claiming that SARS-CoV-2 is an old virus known since 2003.,fake
"In covid19 repurposed drugs that are useful are: 
Antivirals- Favipiravir, Rendesiver
Antiparasitic- Ivermectin
Antimalarial: Hydroxychloroquine
Anttibiotics- Azithromycin / Doxycycline
Immune modulators: Zinc, Vitamins C &amp; D, Quercetin.
When used in recommended doses can help",fake
Our daily update is published. We’ve now tracked more than 2665906 tests up 137k from yesterday. The new plateau continues. Note that we can only track tests that a state reports. And not all states report all tests. For details see: https://t.co/PZrmH4bl5Y,real
PPI use is a risk factor for COVID-19. https://t.co/cJcAq3L60S,real
As at 11:00 pm 14th April number of states with confirmed cases of #COVID19: 19 + FCT Lagos- 214 FCT- 58 Osun- 20 Edo- 15 Oyo- 11 Ogun- 9 Bauchi- 6 Kaduna- 6 Akwa Ibom- 6 Katsina-5 Kwara- 4 Kano- 4 Ondo- 3 Delta- 3 Enugu- 2 Ekiti- 2 Rivers-2 Benue- 1 Niger- 1 Anambra- 1,real
Based on the advice of @Fmohnigeria &amp; @NCDCgov I am directing the cessation of all movements in Lagos and the FCT for an initial period of 14 days with effect from 11pm on Monday 30th March 2020. This restriction will also apply to Ogun State. @MBuhari on #COVID19Nigeria,real
We’re proud to announce the inclusion of 2 new labs to the molecular laboratory network for #COVID19 at 🧪Usman Danfodio University Teaching Hospital Sokoto 🧪Ahmadu Bello University Zaria Kaduna This brings the number of labs with capacity to test for #COVID19 to 15 https://t.co/HEzLh7U739,real
Acc @MoHFW_INDIA discharge policy there is no second #COVID19 testing for mild/very mild/pre-symptomatic/asymptomatic cases. Only severe #COVID_19 cases including immune-compromised cases are tested again by RT-PCR before discharge: https://t.co/c5fui6CYvB https://t.co/yg6xR65CBI,real
@GiniMiniManeMo @jacobselisabeth Where I live heath inequities kill black people in unhealthy environments in the flatlands 10-15 years earlier than white people up in the hills. We can’t ignore this kind of disparate outcome just because it is ugly or we’re all human. -@alexismadrigal,real
"Amid COVID-19, 25 of the 26 Republican governors ""have decided to play football,"" but ""three-fourths"" of the 24 Democratic governors ""have decided not to play already and most will probably not play.""",fake
The new Nightingale Hospital in London wants people to post it home-made art to brighten up the walls.,fake
Video of Chinese Prime Minister Li Keqiang visiting a mosque and offering prayers seeking protection to the country from coronavirus.,fake
Don’t use milk for tear gas and other ocular care guidance for the pandemic. https://t.co/lyYhVEivJE,real
The latest #COVIDView report shows adults 65 years and older have the highest rates of #COVID19-associated hospitalizations followed by adults age 50 – 64. Hospitalization rates are cumulative and will continue to rise with ongoing COVID-19 activity: https://t.co/zP4VYlo0Pb. https://t.co/ySUwn4vIr0,real
Nursing home and assisted living facility staff: You protect vulnerable residents from #COVID19. CDC’s new training webinars can help: https://t.co/Se9PmcEcKL. https://t.co/6bphBfhVqv,real
Hindu gods quarantined due to Covid-19,fake
@emmawehipeihana @AnnaGConnell @CTrevettNZH @MsKateMcD 😅 dogs can return to regular dog activities at Alert Level 2 🐕,real
COVID-19 air hunger causes psychological trauma. https://t.co/NSxmHgxDpS,real
“We’re not where we want to be in the response to #COVID19Nigeria We have reagents for about 200000 tests across our lab network however our testing capacity is grossly under-utilised We’re challenging states to collect samples from the right people” ~ @Chikwe_I on @ARISEtv https://t.co/El0a5Fejeg,real
Claim: India began screening travelers from #COVID19-affected nations before it had a single case: PM Modi Fact: 20 countries had cases by Jan 30 when India reported 1st case. Yet India was screening travelers only from China Hong Kong https://t.co/2cAogENFur,fake
A photo claims that this person is a doctor who died after attending to too many COVID-19 patinents in Hospital Muñiz in Buenos Aires.,fake
A photograph of a woman hugging her young child before she died of COVID-19 in Italy.,fake
Over five lakh people have recovered from COVID-19 in India so far. Due to a surge in coronavirus cases Karnataka government imposes lockdown in Bangalore from 8 pm on 14 July till 5am on 23 July. Essential services will continue to ply. #COVID19 #CoronavirusFacts https://t.co/K2uwBcaeLi,fake
Autohemotherapy cures COVID-19.,fake
"@sreesub Well and we don't know how many of those are ""pending"" ... ratio has been 1:1 pretty much over the past few days.",real
Can You Get Covid-19 From A Toilet Seat? https://t.co/85GGnuPLVP #coronavirus #toilet,fake
???We inherited a broken test??� for COVID-19.,fake
"???We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.??�",fake
Nurse says Brazilian states and municipalities earn federal funding for every death recorded for COVID-19.,fake
Note: a previous tweet stated a Facebook post about Victorian coronavirus numbers was posted by One Nation leader Pauline Hanson. It was in fact posted by the Victorian branch of Pauline Hanson's One Nation Party.,fake
"After Amit Shah tested COVID-19 positive, some people took out his funeral",fake
Why doctors like me and Anthony Fauci don’t think #HCQ works for #COVID19. https://t.co/hN057YkLEz https://t.co/G5frGVJD2f,real
RT @PIB_India: ✅More than 5 crore tests conducted so far. ✅More than 33 lakhs patients have been recovered so far. ✅The case fatality rate…,real
RT @CDCGlobal: Even if countries are under restrictions due to #COVID19 people with #HIV must continue to receive their medication. Learn…,real
@RemaNagarajan State decides testing rates of COVID-19 for pvt labs. For reference max limit of Rs. 4500 per test was fixed. It was also advised they can do free testing or testing on subsidized rate in this hour of crisis.,real
"@robinmonotti Personally, I take colloidal silver. I'm a little blue, but I don't have COVID. I wonder why the government &amp; Bill Gates doesn't want you to know about it? 🤔",fake
“The world 🌎 as a global village is affected by the #COVID19 pandemic &amp; #Nigeria is not spared. We’ve entered the community transmission phase over 70% of infected people can’t trace their source of infection. We urge the public to #TakeResponsibility &amp; stay safe” ~ @ywoga https://t.co/QuDKGlTmPz,real
An audio stating that a certain section of society in Surat (vendors) was spreading coronavirus.,fake
Google has donated 59 billion (5900 crores) rupees to fight coronavirus to India.,fake
‘Dr. VK Srinivas Vice-President of Bharath Biotech He is taking first injection of COVID-19 vaccine. They have confidence in their product’,fake
The latest update from the Ministry of Health - Manatū Hauora:⁣ ⁣ • Today we are reporting one new confirmed case of COVID-19.⁣ ⁣ • This means New Zealand’s combined total of confirmed and probable cases is now 1498 of which 1148 are confirmed.⁣ ⁣ https://t.co/dKtpGtUgb3,real
Do your part to slow the spread of #COVID19: 1)Wear a face covering when in public. 2)Stay at least 6 ft away from others and avoid large crowds. 3)Wash your hands often. CDC joins @Surgeon_General in saying #COVIDStopsWithMe. https://t.co/tt49zOn1hf https://t.co/yAr4OabPbO,real
"Latest: California fires, camel racing, coronavirus tribute; The World in Photos, Sept. 28 https://t.co/XrOOwcdiPg",fake
Yesterday our laboratories completed 2899 tests of those 726 were testing of people in managed isolation and quarantine for the routine testing on either days 3 or 12 of their stay. That brings the total number of tests completed to date to 436233.,real
#NewJersey has moved to green on our COVID Warning Dashboard indicating that they are on track to contain COVID. Cases are steadily decreasing and New Jersey’s COVID preparedness meets or exceeds international standards across our key metrics. https://t.co/D1ZoPbjYBy https://t.co/PxczyEo9O6,real
Outbreaks in slaughter houses are due to false PCR tests - the PCR test can show positive results for coronaviruses of cattle or vaccines for cattle,fake
"Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon.""",fake
World Bank website shows COVID-19 testing kits purchased by countries in 2017 and in 2018. I have verified that this is in fact posted on the World Banks World Integrated Trade Solution (WITS) website” or “World Bank exporting COVID-19 Testing Kits in 2018??????,fake
July is National #MinorityMentalHealth Awareness Month. Protect your mental and emotional health during #COVID19. Learn healthy ways to cope with stress like exercising. Get tips and resources from CDC: https://t.co/GKZV8vsPCV. #mentalhealthawareness https://t.co/IreUUO2YoM,real
[Covid Act Now] says if restrictions are lifted up to 70 percent of Arizonans could be infected in the next three months with 65000 people eventually dying. https://t.co/Zcm7YhdirX,real
States reported 695 deaths. The trend here has been good. https://t.co/3YduwNHFWy,real
A message claims that ingredients in coffee can cure COVID-19 and that the deceased whistleblower Li Wenliang found its cure,fake
"The vast majority of the British people are great at complying. @KitMalthouse says he thinks the 'rule of six' can be successfully policed using the 'four Es' as most people take their responsibility towards public health ""very seriously"". #KayBurley: https://t.co/7cpXlt0L0E https://t.co/2pxTk0eeNU",real
A doctor named Leslie Chow discovered the coronavirus and died after contact with coronavirus patients.,fake
#WearAMask to help slow the spread of COVID-19. When selecting a #mask you have many choices. Avoid masks made of materials that make it too hard to breathe allow #COVID19 particles to escape or are intended for healthcare workers. Learn more: https://t.co/iOQv5OMdKA. https://t.co/S4e107SVgj,real
"The virus does not settle in the air but is grounded, so it is not transmitted by air.",fake
"Unmasked: Chinese intelligence officer reveals truth that it's a #BiologicalWeapon China developed and was to use to end Hong Kong protests but it backfired. If it's true, world must come together to end #biologicalweapons #CoronavirusOutbreak",fake
How to Keep Your Business Going During the Coronavirus Outbreak https://t.co/SdNAuCrmQy #coronavirus #smallbusiness,fake
About 50% of patients with #T1D + #COVID19 required hospitalization with low mortality. https://t.co/tRJB0E9XpQ,real
American president Donald Trump announced that tests of injection of disinfectant to fight against the new coronavirus will begin in Africa.,fake
RT @MoHFW_INDIA: #IndiaFightsCorona As India rides the wave of an upsurge in testing many States/UTs have exceeded 140 tests/day/million…,real
As of 27 July 2020 there are 347 active #COVID_19 cases in Paschim Bardhaman District #WestBengal. For #COVID19 facilities Bed Availability &amp; #COVID Helpline kindly refer to https://t.co/C4GUhLi45L #COVID__19 #COVIDー19 #coronavirus #CoronavirusIndia #CoronaVirusUpdates https://t.co/oxWmGO5XvP,real
Testing positive for #COVID19 on a viral test means you likely are infected and could infect others. Stay home and take steps to prevent spreading the virus. If you test negative you can still get sick and should take steps to protect yourself and others: https://t.co/9u3t8AHYO8 https://t.co/Ws0BqDlc1Y,real
Our discharges today include 528 community recoveries over the last four weeks reported from Ondo State in line with new case management guidelines. A breakdown of cases by state can be found via https://t.co/zQrpNeOfet #TakeResponsibility https://t.co/IpVwpjdtoG,real
"High levels of sulfur dioxide in Wuhan ???may be a sign of mass cremations of victims of the coronavirus.""",fake
The total number of confirmed cases of COVID-19 is now 1199 which is the number we report to the World Health Organization.​ ​ There is no one in New Zealand receiving hospital-level care for COVID-19.,real
Eighty-six new cases of #COVID19 have been reported; 70 in Lagos 7 in FCT 3 in Katsina 3 in Akwa Ibom 1 in Jigawa 1 in Bauchi 1 in Borno As at 11:50 pm 19th April there are 627 confirmed cases of #COVID19 reported in Nigeria. Discharged: 170 Deaths: 21 https://t.co/7gsnusWRow,real
"A WhatsApp forward attributed to CNN claims Dr. Li Wenliang, the whistleblower of the Chinese government's propaganda about COVID-19, has documented a research report. According to this report, chemicals like Methylxanthine, Theobromine and Theophylline stimulate compounds that can ward off this virus in a human body with at least an average performing immune system.",fake
Our total number of confirmed cases of COVID-19 is now 1444 which is the number we report to the World Health Organization.​ ​ Yesterday our laboratories processed 8838 tests bringing the total number of tests completed to date to 857258.,real
NEWS! Humans to be allowed out of temporary lockdown to see animals in permanent lockdown. This is best cure of COVID.,fake
Israel's Ministry of Defense said the best measure against the pandemic is isolating the elders.,fake
Type 1 and type 2 diabetes associated with much higher risk of in-hospital death with #COVID19. https://t.co/yAqBeG5ANv,real
There are currently 5648 people in managed isolation and quarantine. Our current effective capacity is 6380. This gives us an excess capacity of 732.,real
"@DrJudyAMikovits What promises that a viable vaccine can be developed for COVID-19 virus. So, i think they should rehire Judith Mikovits who is a living scientific encyclopedia on viral research. She was involved with the scientific research that permitted",fake
"Reliance Jio, one of the biggest telecom networks in India, is providing Internet for free during the coronavirus pandemic.",fake
"Citizen journalist #ChenQiushi released but under house arrest. #ZhangZhan is having a hunger strike in jail. No words about #FangBin yet. They were all arrested for covering the #COVID #CCPVirus situation in #Wuhan.
#陳秋實 被監視居住 #張展 監獄絕食抗議 https://t.co/ACTUDGBtfU",fake
Trump Hails ‘Positive’ Talks With Covid-19 https://t.co/mpUji2Yq0V,fake
Indian Prime Minister Narendra Modi has been selected as the leader of International COVID-19 task force.,fake
It’s difficult to understand what’s happening with COVID-19 data right now but we’re hoping to see better data soon as CA reporting problems are fixed FL testing gets back up to speed and hospital data improves nationally.,real
There are 10 people with COVID-19 in our hospitals today. 2 in Aucklandd city 3 in Middlemore 3 in North Shore and 2 in Waitkato. 8 people are on a ward and 2 are in ICU - one each in Middlemore and Waikato Hospitals.,real
President Barack Obama awarded $3.7 million to the Wuhan Institute of Virology in 2015 to study the coronavirus.,fake
Coronavirus in poultry products has been confirmed by the Bihar Health Department.,fake
Video shows 106 dead bodies in Delhi's Loknayak hospital in India.,fake
"I understand the sleepless nights, wondering if your deployed child is safe, and all the added sacrifices military families face because their loved one chose selfless service.

As president, I'll take care of our troops and their families. https://t.co/iNuNHlPsg1",fake
Arizona is the first U.S. state to begin reporting serology tests. We've been anticipating this so on the backend we're prepared to record these numbers. We will publish the data as soon as we can work out the particular kinks of how to do so. https://t.co/34KNJncZvl https://t.co/VRHsQfpjSn,real
The mass vaccination was started just this morning and the first 7 children who received it died on the spot.,fake
Consuming alcohol beverages or vodka will reduce risk of COVID-19 infection.,fake
The latest CDC #COVIDView report shows the percentage of visits to doctor’s offices and ERs for illnesses with symptoms likely related to #COVID19 are declining nationally thanks in part a result of widespread efforts to slow the spread of #COVID19: https://t.co/zP4VYlo0Pb https://t.co/UIvwbr7FG5,real
Posts shared on Facebook and WhatsApp claim a South African hospital found that traces of the novel coronavirus had survived on the surface of fresh food items for 12 hours during lab tests.,fake
Top cardiology societies provide strategies for ramping up elective cardiology procedures once COVID lockdown is lifted. https://t.co/42WD0qgFvL,real
• We have 1442 people reported as having recovered from COVID-19. This is 96% of all confirmed and probable cases.⁣ ⁣ • There are two people receiving hospital-level care for COVID-19. Neither of these patients are in ICU.⁣ ⁣ • We still have 16 significant clusters.⁣,real
"_A photo has been shared hundreds of times in multiple posts on Facebook and Twitter alongside a claim it shows a placard with a message congratulating Sri Lankan leaders for ""eradicating"" the novel coronavirus._",fake
An image accompanies the text: The Italian Prime Minister wept when he recognized that they were losing the battle against the coronavirus.,fake
“Today a new confirmed case of #COVID19 was announced by the Honourable Minister @Fmohnigeria. Detection of this new case who is a contact of the index case in #Nigeria and was under supervised isolation is a sign that our system is working” ~ @Chikwe_I on @NTANewsNow https://t.co/1UhTFwbgZP,real
RT @PIB_India: #CoronaWatch ◾ 2702742 total confirmed cases ◾ 1977779 cases cured/recovered ◾ 30941264 samples tested Here's the…,real
WHO has stated there is no possibility that coronavirus is transmitted by aerosols.,fake
@RaviKundurthi Yes we know. These are not like sums. That's the problem. We cannot just move current over to cumulative. We'll have a full statement about these numbers Monday afternoon.,real
"@ProjectLincoln @johnpavlovitz Well, I think climate change still counts as the #1 worst federal response to a national emergency in our nation’s history. But the pandemic response is surely inept, irresponsible, and tragic.",fake
"???While California is dying ??? Gavin (Newsom) is vacationing in Stevensville, MT!??�",fake
Mean Old Man Loses His Voice By Yelling At 'Covid-19 Detourers' To Get Off His Grass https://t.co/J7i2oLVJjN #coronavirus #oldpeople,fake
Our apologies. The first Arizona chart we posted had a problem. The average deaths have risen but not by as much as the chart showed. We've deleted the previous chart. This one is correct. We regret the error. https://t.co/zeAoYcHrsO,real
On Monday 21 September Cabinet will decide if Alert Level 2 gathering limits can increase in Auckland and whether the rest of the country can move to Alert Level 1.,real
An association between severity of coronavirus infection and blood type is emerging. https://t.co/Am4HDalW6k https://t.co/o0VfWDSlX0,real
Says President Barack Obama ???waited six months to call swine flu an emergency after thousands died.??�,fake
Coronavirus is caused by bat soup.,fake
"$3 trillion for federal coronavirus stimulus packages is ""being borrowed basically from China.""",fake
As of today our #RecoveryRate for #COVID19 cases is 70.38% #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #COVIDUpdates #coronavirus #Corona #CoronaUpdates #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic https://t.co/HqNKuViVo9,real
MA's case is instructive on why this is important. MA reported a cumulative 92 cases Tuesday. Wednesday's total went up only to 95. Is that because they didn't test many people (bad) or they tested a lot and only got three positives (good)?,real
Government and media hides death and coffins in a parking lot in Spain.,fake
RT @Mumbaiyb: Navi Mumbai's Smt Purnima Pandeyji Secured Self and Family increasing #Immunity During this period of Corona by Regular Use o…,fake
"The workers who worked between the 1990 and 2020, have the right to receive the *benefit of ₹120000 from Ministry of Labour and Employment*. Check if your name is in the list of the people who have the rights to withdraw this benefits.",fake
"During Lock down period such a fantastic natural scenery on sea beach near Chandrabhaga, Puri to Konark marine drive road",fake
New modelling has reportedly shown London is only two or three days behind #coronavirus hotspots in the North West and North East https://t.co/ZKcse3u8Br,real
"Says a coronavirus patent expired just as there is a ""sudden outbreak"" and, despite ""media fear-mongering,"" there is already a vaccine available.",fake
Michigan Gov. Gretchen Whitmer banned sale of American flags during COVID-19 pandemic.,fake
NEWS! Coronavirus ‘a serious and imminent threat to public health’ insists serious and imminent threat to public health https://t.co/jlUYgTXik5 https://t.co/zzTCnyDw7C,fake
"Here’s some sensational, unconfirmed stories about coronavirus because we really need the website traffic #coronavirus https://t.co/HMX0sa9M1G https://t.co/20ZH5yIlzv",fake
Of the guests who were at the Novotel with the two women from the UK there are 5 outstanding out of 190. All staff have now been contacted.⁣ ⁣ Of the 2159 there are now 1184 who have tested negative. 800 were tested before they left.,real
Video of a girl dying of coronavirus in a shopping mall.,fake
There is no one in New Zealand receiving hospital-level care for COVID-19.​⁣ ​⁣ Yesterday our laboratories completed 1824 tests. That brings the total number of tests completed to date to 428600. ​ Our seven-day rolling daily average of tests is 2053.,real
RT @MoHFW_INDIA: #CoronaVirusUpdate #IndiaFightsCorona India’s #COVID19 Recovery Rate scales a peak too races past 73% https://t.co/lmR9…,real
As of today #COVID19 fatality rate is 2.53%. The case #fatalityrate at 18.6 deaths/million of the country is one of the lowest in the world. @MoHFW_INDIA @drharshvardhan @DrHVoffice #CovidIndiaSeva #COVID19 #Covid_19 #COVIDー19 #CoronavirusIndia #CoronaVirusUpdates #coronavirus https://t.co/rF3KkUAn5N,real
This is because of effective implementation of Centre led policies ensuring efficient clinical management in hospital settings for critical patients and supervised Home Isolation for moderate &amp; mild ones.,real
Parts of the North West West Yorkshire and the Midlands have been placed under further localised #coronavirus restrictions https://t.co/DwixdMWSbB,real
Although these metrics provide important benchmarks to consider they are not the end-all measures to inform whether a state is able to reopen safely. It’s a case-by-case decision that includes other factors such as PPE availability ability to trace positive cases and more.,real
"A message asked people not to eat bakery food as it is not washable even if infected from the coronavirus, using a logo of the WHO.",fake
"This virus hasn't gone away. We cannot be complacent. Director of Public Health for Blackpool Dr Arif Rajpura says while he is concerned about rising #COVID19 rates in parts of Lancashire ""we need to make sure we're following the guidance"". Latest: https://t.co/cUskxln9BD https://t.co/IiWblhTvAx",real
@tmccormick @alexismadrigal @pplscouncil @kissane @karaoehler @opencollect @piamancini @ntnsndr @TheSELC Two weeks ago there was nothing. Now there are dozens of people contributing to a project we think could make a real difference. If this thing becomes an institution that is required over the long haul we’ll find the ways to deal with $$$.,real
"A wall will not stop the coronavirus.

Banning all travel from Europe — or any other part of the world — will not stop it.

This disease could impact every nation and any person on the planet — and we need a plan to combat it.",fake
339 new cases of #COVID19; 139-Lagos 28-Kano 28-Oyo 25-Edo 22-Katsina 18-Kaduna 14-Jigawa 13-Yobe 13-Plateau 11-FCT 8-Gombe 5-Ogun 4-Bauchi 4-Nasarawa 3-Delta 2-Ondo 1-Rivers 1-Adamawa 7016 cases of #COVID19 in Nigeria Discharged: 1907 Deaths: 211 https://t.co/tSmPZvB7gs,real
6 potential COVID treatments identified by AI. https://t.co/pdiYPQPpkc,real
Official figures show 18371 new people tested positive for COVID-19 in England between 3 September and 9 September a substantial increase of 167% compared with the end of August https://t.co/KfSDPulqx0,real
#IndiaFightsCorona: 📍Follow simple #Handwashing steps to prevent the spread of #COVID19. #StaySafe #IndiaWillWin @MoHFW_INDIA @drharshvardhan @MinistryWCD @PrakashJavdekar @DDNewslive @airnewsalerts @UNICEFIndia @PIB_India Via @UNinIndia https://t.co/kvP2d1cYxG,real
RT @DrTedros: COVAX is a groundbreaking way to pool R&amp;D &amp; procurement risks across multiple vaccines. It enables countries to place collect…,real
437 new cases of #COVID19Nigeria; Lagos-107 FCT-91 Plateau-81 Kaduna-32 Ogun-30 Kwara-24 Ebonyi-19 Ekiti-17 Oyo-8 Borno-6 Edo-6 Kano-4 Nasarawa-3 Osun-3 Taraba-3 Gombe-2 Bauchi-1 46577 confirmed 33186 discharged 945 deaths https://t.co/d70c7hFaHc,real
RT @CDCDirector: School Administrators: When your school opens have plans for what to do if one or more people in your school have #COVID-…,real
Indian nurses resigned due to COVID-19 infected Jamati patients misbehavior.,fake
According to @HMOIndia #unlock3guidelines swimming pools are not permitted to be functional from 1.8.2020. However yoga institutes &amp; gymnasiums will be allowed to function from 5.8.2020 for which SOP will be issued by @MoHFW_INDIA #COVID19 #Covid_19 #Unlock3 #COVIDUpdates https://t.co/TMtmC5cbia,real
The number of COVID-19 deaths in Ceará state Brazil fell by 90% after an operation by the federal police to investigate frauds with the death toll.,fake
Multiple posts on Facebook and Twitter claim the WHO has warned against eating cabbage during the novel coronavirus pandemic.,fake
Sadly there are 11 people with COVID-19 in hospital today; three in Auckland City four in Middlemore three in North Shore and one in Waikato. Eight people are on a ward and three are in ICU – one each in Middlemore North Shore and Waikato Hospital.,real
Whether a child should go to school depends on their health condition the current transmission of COVID-19 within their community and the protective measures the school and community have in place to reduce the risk of #COVID19 transmission 👉 https://t.co/Cs7uxQRRMN https://t.co/9J5awYg7Oq,real
1) A recent @CDCMMWR documented SARS-CoV-2 RNA was found on surfaces in cruise ship cabins up to 17 days after cabins were vacated on the Diamond Princess before disinfection occurred. https://t.co/ggVhCYBw3U #COVID19,real
Says this poem about people staying home was written by Kathleen O???Mara in 1869.,fake
Large parts of the North East are set to be subjected to tighter lockdown restrictions that will be announced tomorrow Sky News understands https://t.co/LMpBdqQMvM,real
The Access to #COVID19 Tools (ACT) Accelerator Facilitation Council facilitates the work of the ACT-Accelerator through political leadership &amp; advocacy for collective approaches to solutions in the global interest to mobilize resources. 👉https://t.co/fXHNTOsLVR https://t.co/joxrj4Jt8q,real
"Trump: ""I didn’t say one way or the other"" that Chinese President Xi Jinping was doing a good job handling the new coronavirus. This is false. Trump said Feb. 23 that Xi ""is doing a very good job."" https://t.co/4uLamBsSV7",fake
A video has been viewed thousands of times in multiple posts on Facebook Twitter and YouTube which claim it shows Chinese police arresting people infected with the novel coronavirus.,fake
Thread- 1/ The NCDC is aware of recent outcomes from a UK-Government funded clinical trial for COVID-19. The results support the use of Dexamethsaone as a possible treatment to reduce the risk of death among COVID-19 patients who require oxygen or mechanical ventilation.,real
Children are almost immune from this disease.,fake
As always you can visit https://t.co/mewgRHfeZ1 to see who produces this data and how we do it. Reminder to our data users that we updated our API field descriptions: https://t.co/TgwbLuV3lG,real
"Sign outside the Bill & Melinda Gates Foundation says ""Center for Global Human Population Reduction.""",fake
There were more than 20k newly discovered cases but because of the huge number of reported tests the positive rate is one of the lowest we've seen at under 5%. https://t.co/8BIEgJEOSc,real
A list of 10 claims about the coronavirus allegedly from a doctor who worked in a hospital in Shenzhen.,fake
Yesterday our laboratories completed 1960 tests bringing the total number of tests completed to date to 397470. This includes testing at managed isolation facilities and community-based testing across the country. The seven day rolling daily test average is 6950.,real
“if your child gets this virus they're going to the hospital alone in a van with people they don't know to be with people they don't know. You will be at home without them in their time of need.”,fake
Ireland's entire cabinet has to self-isolate and the country's parliament is closing for a week after the health minister felt unwell and was tested for #coronavirus according to reports. Latest on this story: https://t.co/jM6YHvl6wu https://t.co/kXNocV7jG9,real
For a breakdown of cases by states in real time please see https://t.co/zQrpNeOfet Currently; Lagos- 30 FCT- 8 Ogun- 3 Ekiti- 1 Oyo- 1 Edo- 1 Bauchi-1 Osun-1 Total: 46 confirmed cases #COVID19Nigeria,real
